TransactionID,InvestorID,Date,AssetID,BuySell,Quantity,Price,Brokerage
502,19,02-12-2024,1,Sell,3,3370.29,20.22
503,11,09-03-2021,101,Buy,78,4301.91,671.1
504,42,11-02-2024,13,Buy,60,4929.89,591.59
505,5,14-11-2022,18,Buy,66,2402.17,317.09
506,17,26-12-2025,18,Buy,68,3590.76,488.34
507,35,10-07-2024,101,Sell,5,3713.67,37.14
508,24,12-12-2023,14,Buy,49,2694.04,264.02
509,49,28-05-2024,9,Sell,37,4486.56,332.01
510,17,21-04-2024,8,Buy,66,729.79,96.33
511,44,09-01-2023,105,Sell,6,3000.47,36.01
512,40,30-06-2025,12,Sell,2,2915.53,11.66
513,15,21-01-2024,8,Buy,3,473.46,36.93
514,2,22-03-2022,19,Sell,36,2574.32,185.35
515,40,17-04-2024,5,Buy,94,3719.35,699.24
516,31,07-11-2021,18,Buy,79,3649.5,576.62
517,20,20-07-2023,6,Sell,47,3214.77,302.19
518,37,04-01-2023,5,Sell,35,3726.14,260.83
519,3,23-04-2021,15,Buy,35,3231.07,226.17
520,14,28-03-2023,20,Sell,13,415.69,10.81
521,38,27-09-2024,12,Sell,20,4887.54,195.5
522,31,17-04-2022,12,Buy,4,1285.27,10.28
523,15,08-11-2025,18,Buy,45,2639.88,237.59
524,12,01-10-2025,17,Buy,4,1076.45,75.35
525,29,08-11-2024,16,Sell,84,3485.46,585.56
526,5,23-06-2021,10,Sell,76,288.15,43.8
527,26,06-04-2022,19,Sell,80,4854.13,776.66
528,12,02-01-2022,101,Sell,5,2818.74,118.39
529,35,11-10-2023,104,Sell,71,2380.7,338.06
530,15,24-07-2022,12,Sell,4,669.72,50.9
531,22,20-02-2021,7,Buy,100,2606.04,521.21
532,38,14-02-2025,18,Buy,9,3162.32,56.92
533,30,17-11-2023,3,Buy,7,1632.84,241.66
534,5,16-08-2022,6,Sell,65,546.86,71.09
535,50,24-10-2021,105,Buy,78,723.84,112.92
536,33,08-07-2025,10,Sell,11,731.21,16.09
537,49,28-06-2023,105,Buy,86,1476.71,253.99
538,17,19-04-2023,11,Buy,91,1917.42,348.97
539,30,26-06-2024,8,Sell,26,2472.65,128.58
540,24,23-07-2023,11,Buy,17,4148.74,141.06
541,49,23-12-2024,7,Sell,90,4024.98,724.5
542,15,12-04-2024,3,Buy,10,3696.9,524.96
543,26,18-09-2025,6,Sell,72,3963,570.67
544,43,14-07-2024,17,Sell,42,4768.26,400.53
545,13,15-12-2024,3,Buy,22,2342.46,103.07
546,31,29-04-2025,8,Buy,14,3983.91,111.55
547,33,24-03-2021,5,Sell,39,3344.68,260.89
548,23,19-08-2022,19,Sell,54,2825.47,305.15
549,36,07-05-2021,8,Buy,86,4589.18,789.34
550,10,16-07-2021,105,Sell,78,2566.56,400.38
551,26,02-08-2022,12,Sell,83,3549.01,589.14
552,32,01-01-2022,20,Buy,22,3104.29,136.59
553,45,23-02-2022,19,Buy,10,2338.05,46.76
554,48,04-08-2023,103,Sell,78,4055.01,632.58
555,12,05-01-2023,105,Buy,12,4489.56,107.75
556,43,24-10-2021,3,Buy,99,1170.97,231.85
557,33,05-01-2022,102,Sell,4,3589.7,28.72
558,27,03-04-2024,20,Buy,64,1470.14,188.18
559,41,04-06-2024,104,Buy,18,3211.23,115.6
560,41,17-11-2021,3,Sell,53,3499.97,371
561,11,25-04-2022,20,Sell,94,4762.42,895.33
562,17,02-08-2022,3,Buy,91,2120.64,385.96
563,33,07-12-2025,13,Sell,2,2543.63,10.17
564,25,19-12-2023,4,Buy,4,1562.04,12.5
565,12,03-03-2023,19,Sell,17,1678.51,258.49
566,20,10-02-2021,6,Buy,88,329.92,58.07
567,48,03-02-2022,9,Buy,53,2462.77,261.05
568,7,11-04-2024,9,Sell,34,611.35,41.57
569,25,20-07-2025,16,Sell,97,4304.53,835.08
570,27,13-04-2024,104,Buy,89,2934.26,522.3
571,19,08-04-2025,12,Sell,77,3073.73,473.35
572,47,22-02-2023,4,Sell,90,4252.25,765.4
573,38,23-10-2022,8,Sell,52,1105.31,114.95
574,30,19-03-2025,10,Sell,85,1046.59,177.92
575,40,30-01-2022,18,Sell,56,2004.3,224.48
576,24,19-08-2025,2,Sell,89,2712.25,482.78
577,48,27-03-2021,6,Buy,11,4543.39,99.95
578,16,04-12-2024,19,Buy,29,3384.65,196.31
579,33,08-03-2021,17,Buy,48,743.38,71.36
580,22,12-02-2024,20,Buy,48,1997.07,191.72
581,8,23-09-2021,13,Sell,93,568.22,105.69
582,25,02-04-2025,18,Sell,24,2260.48,108.5
583,16,29-02-2024,8,Sell,51,3433.64,350.23
584,37,24-10-2022,8,Buy,46,3542.28,325.89
585,45,01-01-2021,14,Sell,75,3159.96,473.99
586,40,27-11-2022,20,Sell,12,312.18,7.49
587,13,11-04-2023,3,Buy,52,3339.8,347.34
588,47,19-05-2021,14,Sell,13,1184.72,30.8
589,4,29-03-2023,1,Sell,45,1408.81,126.79
590,10,14-08-2023,10,Sell,79,2948.6,465.88
591,38,20-10-2021,102,Buy,52,1827.57,190.07
592,22,17-02-2021,2,Buy,11,2707.54,59.57
593,32,28-09-2025,1,Buy,1,4293.07,8.59
594,48,16-06-2023,4,Sell,53,2261.75,239.75
595,26,08-07-2021,9,Sell,38,3179.79,241.66
596,50,27-04-2021,8,Buy,44,2414.54,212.48
597,41,09-12-2025,2,Buy,24,3689.34,177.09
598,49,15-01-2023,20,Buy,43,3748.97,322.41
599,33,01-06-2023,2,Sell,99,1950.77,386.25
600,33,21-09-2022,1,Buy,92,2175.64,400.32
601,27,19-09-2023,9,Sell,94,1245.4,234.14
602,4,01-05-2021,105,Buy,50,4234.95,423.5
603,28,16-05-2023,15,Sell,14,1075.57,30.12
604,34,11-12-2025,5,Buy,28,1610.43,90.18
605,47,19-12-2021,103,Buy,88,2172.97,382.44
606,42,31-03-2023,8,Sell,67,3851.03,516.04
607,43,28-10-2025,20,Buy,7,2038.37,28.54
608,2,06-11-2024,4,Sell,63,2262.9,285.13
609,14,15-05-2024,101,Buy,71,2792.37,396.52
610,42,19-10-2021,101,Buy,57,3015.69,343.79
611,13,10-02-2022,102,Buy,29,1041.09,60.38
612,49,06-03-2025,3,Sell,97,4782.6,927.82
613,47,30-01-2022,10,Buy,27,3053.24,164.87
614,8,08-09-2025,3,Sell,91,2058.69,374.68
615,48,13-08-2024,16,Sell,9,2165.53,38.98
616,5,02-08-2024,101,Buy,64,1040.04,133.13
617,47,09-01-2023,14,Buy,44,309.64,27.25
618,31,08-05-2021,14,Buy,37,3021.82,223.61
619,31,18-04-2024,14,Buy,3,3983.9,23.9
620,12,03-02-2024,7,Sell,50,2520.11,252.01
621,6,10-07-2023,19,Sell,45,1976.62,177.9
622,11,03-05-2023,2,Buy,28,3246.48,181.8
623,2,21-11-2022,20,Sell,92,2469.69,454.42
624,10,06-04-2022,16,Sell,1,4323.89,8.65
625,31,12-05-2023,1,Sell,18,3798.45,136.74
626,12,30-09-2021,18,Sell,86,2754.27,473.73
627,24,10-12-2024,102,Sell,65,1365.66,177.54
628,44,20-01-2023,19,Buy,1,4913.19,9.83
629,14,14-11-2022,10,Sell,88,2216.76,390.15
630,22,27-03-2025,101,Buy,24,2165.99,103.97
631,40,16-11-2023,5,Buy,19,1698.5,64.54
632,3,09-06-2021,4,Buy,35,3856.89,269.98
633,43,18-02-2022,20,Sell,2,4087.42,16.35
634,45,18-08-2022,18,Sell,13,3279.37,85.26
635,12,23-07-2025,105,Sell,23,4559.11,209.72
636,18,16-07-2021,104,Sell,40,1860.67,148.85
637,46,19-06-2023,101,Buy,10,1013.18,20.26
638,12,27-04-2025,14,Buy,36,3776.38,271.9
639,40,19-08-2021,18,Sell,47,4419.9,415.47
640,34,01-11-2022,14,Sell,29,1011.27,58.65
641,27,02-11-2025,11,Buy,7,408.14,5.71
642,11,31-12-2024,104,Buy,39,3442.04,268.48
643,30,30-12-2025,8,Buy,56,4011.87,449.33
644,49,06-02-2024,18,Buy,30,4432.09,265.93
645,24,30-12-2022,11,Buy,64,3723.65,476.63
646,33,25-04-2022,13,Sell,38,2409.97,183.16
647,45,27-08-2022,3,Sell,36,3095.98,222.91
648,13,29-09-2022,6,Buy,22,2794.61,122.96
649,13,13-09-2025,12,Buy,27,4561.16,246.3
650,1,17-06-2021,105,Buy,24,4559.41,218.85
651,6,05-03-2021,3,Buy,57,1111.73,126.74
652,26,10-03-2023,103,Sell,93,3583.63,666.56
653,8,30-12-2025,11,Buy,12,4726.59,113.44
654,26,23-04-2023,104,Buy,59,736.29,86.88
655,9,25-08-2024,7,Sell,82,2756.99,452.15
656,27,02-03-2023,102,Buy,92,2371.73,436.4
657,4,27-05-2021,13,Buy,70,2057.83,288.1
658,16,21-02-2024,13,Buy,89,2844.5,506.32
659,33,01-09-2022,14,Sell,9,323.23,5.82
660,10,01-12-2025,18,Buy,3,901.65,5.41
661,26,10-02-2023,104,Sell,75,1074.64,161.2
662,21,27-04-2023,6,Buy,17,577.4,19.63
663,10,29-10-2021,15,Sell,67,1515.94,203.14
664,8,23-04-2023,105,Buy,63,2267.63,285.72
665,49,07-10-2023,13,Buy,33,777.08,51.29
666,15,26-12-2023,1,Sell,7,791.51,11.08
667,38,06-06-2024,12,Buy,62,2918.68,361.92
668,35,16-02-2021,103,Sell,82,4880.41,800.39
669,46,01-05-2021,15,Sell,87,3050.58,530.8
670,16,12-03-2025,20,Buy,11,1208,26.58
671,39,19-11-2025,13,Buy,7,3608.4,50.52
672,23,15-10-2024,101,Sell,26,1996.28,103.81
673,32,08-10-2023,17,Buy,3,2115.31,12.69
674,21,01-07-2025,16,Sell,56,205.21,22.98
675,13,13-08-2024,15,Sell,64,675.88,86.51
676,7,05-04-2025,6,Buy,68,1338.37,182.02
677,10,03-03-2021,105,Sell,39,3817.54,297.77
678,38,06-01-2022,4,Sell,23,106.39,4.89
679,15,23-06-2023,3,Buy,73,4514,659.04
680,18,30-03-2021,7,Sell,82,4455.89,730.77
681,23,03-02-2021,15,Buy,80,3294.33,527.09
682,41,17-03-2021,20,Buy,55,4528.79,498.17
683,30,11-10-2024,8,Buy,75,4634.88,695.23
684,8,07-04-2021,9,Buy,86,839.12,144.33
685,29,27-08-2025,14,Sell,7,3458.05,546.37
686,30,24-09-2023,3,Sell,31,4853.58,300.92
687,22,03-02-2025,101,Buy,26,3121.58,162.32
688,13,03-07-2025,20,Sell,80,2809.6,449.54
689,42,19-12-2022,20,Sell,62,2208.15,273.81
690,14,25-11-2021,2,Buy,15,845.04,25.35
691,12,06-09-2025,103,Sell,40,4467.69,357.42
692,18,06-08-2021,19,Buy,74,638.96,94.57
693,2,29-03-2021,101,Sell,60,1628.7,195.44
694,45,09-02-2023,5,Buy,17,3575.53,121.57
695,16,27-02-2021,105,Buy,39,4242.62,330.92
696,38,27-03-2023,20,Sell,40,4546.68,363.73
697,2,27-01-2022,11,Buy,6,1324.94,15.9
698,44,06-09-2021,5,Buy,23,882.69,40.6
699,33,12-02-2025,17,Sell,63,3811.69,480.27
700,20,09-06-2024,8,Buy,71,859.29,122.02
701,8,02-07-2022,103,Buy,90,3673.61,661.25
702,15,08-06-2023,18,Buy,3,129.28,0.78
703,31,23-10-2024,14,Sell,37,2431.51,179.93
704,5,31-07-2025,9,Sell,85,4091.98,695.64
705,49,15-02-2022,9,Buy,81,942.28,152.65
706,26,16-06-2024,20,Sell,11,3158.65,69.49
707,35,19-06-2024,8,Buy,17,3332.69,113.31
708,26,17-08-2024,10,Buy,12,3589.81,86.16
709,15,03-10-2025,13,Sell,68,3428.31,466.25
710,4,10-02-2024,3,Sell,65,1445.2,187.88
711,33,12-05-2023,15,Buy,4,4990.66,39.93
712,34,14-04-2025,5,Buy,15,3039.31,91.18
713,38,30-11-2025,18,Sell,39,4412.25,344.16
714,30,14-04-2023,105,Buy,39,4124.78,321.73
715,21,14-12-2022,1,Buy,6,942.06,11.3
716,36,16-07-2022,12,Buy,82,3706.91,607.93
717,6,16-08-2022,16,Sell,58,3632.39,421.36
718,17,13-09-2024,1,Sell,18,3816.34,137.39
719,39,04-11-2023,18,Sell,97,3967.15,769.63
720,25,10-04-2024,4,Buy,92,1400.43,257.68
721,50,10-01-2025,11,Buy,52,4668.41,485.51
722,1,09-01-2025,6,Buy,35,341.35,23.89
723,46,09-11-2022,15,Buy,69,3692.58,509.58
724,36,18-07-2022,18,Sell,88,1290.8,227.18
725,46,26-07-2022,14,Buy,58,3390.47,393.29
726,5,05-05-2021,17,Sell,65,705.18,91.67
727,36,27-08-2024,13,Sell,3,4966.12,29.8
728,7,27-11-2023,20,Buy,44,4796.76,422.11
729,9,21-07-2022,18,Buy,97,3640.1,706.18
730,2,20-11-2025,104,Buy,53,3007.38,318.78
731,26,27-06-2021,8,Sell,37,4581.03,339
732,46,01-04-2021,12,Sell,31,4764.78,295.42
733,45,26-10-2021,13,Buy,7,2214.44,31
734,43,24-08-2022,11,Buy,77,526.66,81.11
735,37,08-07-2023,14,Buy,91,1755.63,319.52
736,50,16-11-2021,6,Sell,95,4927.17,936.16
737,33,20-10-2022,101,Buy,92,2273.23,418.27
738,3,05-02-2025,7,Sell,20,1682.9,67.32
739,20,10-11-2022,9,Sell,86,3987.01,685.77
740,42,21-05-2021,3,Buy,92,1505.56,277.02
741,50,20-05-2021,17,Buy,80,2988.16,478.11
742,16,20-08-2025,2,Buy,77,3803.59,585.75
743,24,15-07-2024,15,Buy,20,4204.94,168.2
744,31,15-04-2022,14,Sell,56,616.43,69.04
745,47,19-05-2025,14,Buy,70,2873.55,402.3
746,46,26-03-2025,6,Sell,52,4103.54,426.77
747,42,27-03-2022,1,Sell,79,127.52,20.15
748,36,09-12-2022,6,Buy,5,2328.78,23.29
749,4,25-10-2022,20,Buy,57,1824.77,208.02
750,4,08-10-2023,19,Sell,98,2766.28,542.19
751,2,18-05-2025,6,Sell,7,3635.04,50.89
752,39,05-09-2024,4,Sell,56,3499.14,391.9
753,4,25-05-2025,17,Sell,44,1831.36,161.16
754,22,18-07-2022,17,Buy,55,3494.87,384.44
755,21,17-05-2023,14,Sell,6,4286.83,591.58
756,31,10-11-2025,13,Sell,4,1476.97,11.82
757,30,13-07-2022,15,Buy,100,4077.35,815.47
758,31,25-01-2021,15,Buy,90,2069.62,372.53
759,47,14-02-2021,16,Sell,79,355.88,56.23
760,47,17-09-2023,10,Sell,13,4043.02,105.12
761,7,09-12-2024,3,Sell,13,3302.69,85.87
762,41,15-03-2023,6,Buy,6,3770.9,45.25
763,50,05-09-2025,9,Buy,38,2193.27,166.69
764,5,20-07-2022,4,Buy,49,4517.03,442.67
765,21,27-12-2024,2,Sell,44,2651.1,233.3
766,12,25-05-2024,104,Sell,46,336.13,30.92
767,43,20-09-2024,5,Buy,65,1241.8,161.43
768,7,23-06-2024,10,Sell,8,2503.9,40.06
769,18,15-03-2025,15,Sell,48,1160.29,111.39
770,36,12-04-2023,1,Sell,30,3104.89,186.29
771,36,22-02-2023,101,Buy,60,3806.71,456.81
772,50,12-12-2023,5,Buy,40,4509.33,360.75
773,23,02-03-2023,8,Buy,28,910.93,51.01
774,49,11-06-2023,101,Sell,19,277.55,10.55
775,24,28-07-2025,102,Buy,62,2522.01,312.73
776,7,04-10-2021,101,Buy,74,2065.62,305.71
777,15,07-12-2025,17,Sell,97,1859.27,360.7
778,8,16-02-2023,1,Sell,100,2979.07,595.81
779,7,04-03-2022,11,Sell,73,4208.33,614.42
780,7,10-11-2022,1,Sell,88,244.64,43.06
781,18,18-02-2021,20,Buy,62,4785.67,593.42
782,1,14-10-2022,5,Sell,6,4133.97,49.61
783,35,18-02-2023,15,Buy,86,3830.41,658.83
784,28,06-06-2021,16,Buy,75,3024.61,453.69
785,45,01-02-2024,9,Sell,90,3346.16,602.31
786,2,17-05-2023,102,Buy,53,4311.22,456.99
787,7,05-09-2025,12,Sell,61,2267.26,276.61
788,6,20-04-2024,1,Buy,41,1649.13,135.23
789,5,10-07-2025,6,Sell,3,4793.11,28.76
790,39,20-01-2022,7,Sell,21,402.16,16.89
791,13,14-09-2023,9,Buy,92,3740.42,688.24
792,36,26-05-2021,6,Sell,67,3310.19,443.57
793,40,01-09-2025,18,Sell,58,258.96,30.04
794,6,06-01-2024,104,Sell,30,2394.5,143.67
795,35,04-06-2023,8,Sell,6,4822.5,646.22
796,9,27-09-2025,14,Sell,86,3786.16,651.22
797,5,24-12-2022,2,Sell,21,3225.43,135.47
798,11,12-08-2022,18,Sell,2,1436.74,5.75
799,14,27-09-2025,13,Sell,25,2055.66,102.78
800,27,20-12-2025,15,Sell,9,2242.01,174.88
801,18,19-10-2021,17,Sell,87,559.28,97.31
802,49,06-01-2024,11,Buy,34,3077.19,209.25
803,17,15-09-2024,18,Sell,3,2049.58,143.47
804,46,15-12-2024,14,Buy,33,372.2,24.57
805,13,05-03-2021,5,Sell,27,2413.3,130.32
806,32,20-12-2024,105,Sell,90,2271.62,408.89
807,26,18-12-2024,19,Sell,53,4624.81,490.23
808,9,15-09-2021,20,Sell,13,2089.82,54.34
809,20,03-03-2023,10,Buy,45,2534.83,228.13
810,15,24-02-2021,11,Buy,8,4950.35,574.24
811,24,28-06-2024,11,Sell,63,4928.23,620.96
812,22,01-03-2023,105,Buy,58,438.05,50.81
813,21,28-11-2022,2,Buy,72,1304.76,187.89
814,29,01-08-2025,20,Sell,86,1819.02,312.87
815,5,17-03-2022,1,Buy,87,763.06,132.77
816,28,21-08-2024,2,Sell,44,3291.07,289.61
817,39,15-11-2023,3,Sell,79,1557.52,246.09
818,23,14-08-2021,3,Sell,91,916.3,166.77
819,16,02-07-2025,11,Sell,30,4784.41,287.06
820,18,27-02-2023,105,Sell,26,3113.12,161.88
821,47,23-09-2024,104,Sell,5,1881.43,150.51
822,5,07-12-2022,13,Sell,37,1849.4,136.86
823,37,23-10-2023,10,Sell,78,2881.24,449.47
824,39,11-04-2024,6,Sell,2,3734.1,14.94
825,13,03-12-2025,1,Sell,32,2916.28,186.64
826,17,05-06-2024,3,Buy,44,756.54,66.58
827,40,12-01-2024,12,Buy,80,3834.78,613.56
828,9,11-09-2024,12,Buy,30,3630.01,217.8
829,29,04-10-2021,1,Buy,50,898.03,89.8
830,2,18-03-2024,9,Buy,33,1532.33,101.13
831,46,05-05-2023,10,Sell,67,1345.75,180.33
832,1,21-10-2023,5,Buy,77,3017.57,464.71
833,44,26-10-2021,6,Sell,91,4129.36,751.54
834,30,09-07-2024,10,Sell,90,1224.83,220.47
835,24,03-08-2021,5,Sell,63,2120.85,267.23
836,3,15-06-2023,15,Sell,38,1533.61,116.55
837,24,03-11-2022,17,Buy,82,1945.74,319.1
838,13,06-09-2025,7,Buy,39,3796.35,296.12
839,11,07-12-2022,20,Buy,25,3856.74,192.84
840,25,03-04-2024,14,Buy,40,785.15,62.81
841,29,21-09-2025,16,Sell,43,1750.9,150.58
842,24,03-06-2025,20,Sell,20,3663.32,146.53
843,11,28-07-2025,102,Buy,14,1392.58,38.99
844,43,02-09-2021,9,Buy,20,1307.05,52.28
845,20,23-07-2024,6,Buy,99,1831.21,362.58
846,47,30-08-2021,5,Buy,33,3852.52,254.27
847,44,14-10-2022,19,Sell,22,3072.78,135.2
848,11,29-08-2025,11,Buy,50,2996.24,299.62
849,1,04-06-2024,13,Sell,100,3200.98,640.2
850,23,26-01-2023,105,Sell,89,668.22,118.94
851,15,14-02-2022,3,Sell,6,3728.12,44.74
852,39,04-10-2025,103,Sell,7,2650.89,37.11
853,39,22-02-2024,4,Sell,92,1121.27,206.31
854,28,03-02-2025,6,Sell,24,4198.87,201.55
855,50,17-09-2023,103,Buy,33,521.62,34.43
856,36,20-06-2025,9,Buy,26,2389.09,124.23
857,32,12-06-2023,7,Sell,91,1649.9,300.28
858,22,21-12-2024,14,Sell,37,3311.98,245.09
859,35,23-06-2022,20,Sell,18,740.27,26.65
860,13,28-11-2022,3,Sell,91,2502.35,455.43
861,49,31-07-2024,14,Buy,1000,1152.41,76.06
862,36,02-12-2022,10,Buy,71,545.4,77.45
863,12,03-10-2024,5,Sell,80,4443.01,710.88
864,38,11-04-2023,102,Buy,57,2413.61,275.15
865,9,25-02-2024,103,Buy,17,4610.72,156.76
866,37,18-07-2021,20,Sell,67,3554.85,476.35
867,16,24-04-2023,12,Buy,85,477.1,81.11
868,1,23-02-2024,4,Buy,43,4979.99,428.28
869,39,23-06-2025,14,Buy,94,3042.11,571.92
870,26,14-07-2023,10,Sell,90,1242.6,223.67
871,42,12-09-2024,19,Buy,61,1501.69,183.21
872,10,12-05-2023,16,Sell,70,146.31,20.48
873,4,28-02-2023,1,Buy,82,4162.24,682.61
874,22,28-08-2022,11,Buy,35,3025.34,211.77
875,46,06-09-2023,20,Sell,34,3504.72,238.32
876,16,31-03-2022,103,Sell,18,1363.73,49.09
877,3,10-04-2024,3,Sell,82,1274.98,209.1
878,45,17-03-2023,8,Sell,59,2542.51,300.02
879,47,25-01-2025,10,Sell,51,691.98,70.58
880,45,03-07-2025,104,Buy,54,4052.92,437.72
881,36,21-01-2022,9,Buy,63,3821.98,481.57
882,23,16-03-2021,17,Sell,98,1957.73,383.72
883,42,28-03-2024,20,Buy,80,2541.88,406.7
884,40,19-09-2024,9,Buy,16,378.62,12.12
885,47,09-01-2021,18,Buy,22,2677.1,117.79
886,22,18-04-2021,13,Sell,3,4819.35,28.92
887,36,19-05-2024,105,Buy,5,3403.86,34.04
888,26,15-06-2022,9,Buy,38,337.13,25.62
889,28,09-12-2025,7,Sell,61,3480.84,424.66
890,38,28-04-2022,4,Buy,61,2783.43,339.58
891,38,29-04-2021,101,Buy,71,961.46,136.53
892,43,04-05-2023,17,Sell,49,309.85,30.37
893,30,07-10-2022,1,Sell,68,1736.32,236.14
894,6,19-08-2021,18,Buy,78,732.55,114.28
895,47,15-01-2022,4,Sell,72,4055.04,583.93
896,47,22-01-2023,6,Sell,92,4690.76,863.1
897,13,12-09-2021,11,Buy,91,2399.36,436.68
898,25,23-12-2021,10,Buy,2,2206.62,8.83
899,15,10-03-2022,2,Sell,52,1197.29,124.52
900,17,21-06-2022,105,Sell,68,275.01,37.4
901,13,27-06-2025,103,Sell,33,4716.98,311.32
902,9,26-07-2024,9,Sell,52,1397.42,145.33
903,23,17-01-2021,18,Sell,55,1986.87,218.56
904,27,29-07-2021,14,Buy,1,1698.78,3.4
905,9,02-07-2024,11,Buy,47,2903.03,272.88
906,6,01-11-2023,5,Buy,2,2929.04,11.72
907,30,28-01-2025,2,Sell,22,4491.52,197.63
908,24,30-08-2022,17,Buy,71,895.97,127.23
909,50,02-10-2025,5,Sell,50,3518.82,105.56
910,15,18-11-2025,2,Buy,85,3342.75,568.27
911,31,04-07-2025,8,Buy,18,570.22,20.53
912,24,01-04-2024,1,Sell,85,1283.93,218.27
913,33,09-11-2024,14,Sell,12,3522.66,84.54
914,36,25-06-2023,10,Buy,94,1276.18,239.92
915,13,02-06-2021,2,Sell,80,2231.82,357.09
916,23,27-07-2025,102,Sell,97,148.78,28.86
917,7,04-06-2024,104,Sell,84,935.61,157.18
918,5,17-07-2022,18,Sell,46,1796.27,165.26
919,19,05-03-2025,10,Sell,47,4360.2,409.86
920,50,06-10-2023,104,Sell,12,2732.56,65.58
921,43,13-02-2024,5,Buy,97,1495.33,290.09
922,37,19-12-2022,13,Sell,38,4979.87,378.47
923,6,28-12-2022,104,Buy,96,3821.94,733.81
924,45,05-09-2022,9,Buy,31,287.89,17.85
925,15,25-05-2023,10,Buy,59,3930.56,463.81
926,44,29-08-2025,6,Buy,64,2324.76,297.57
927,27,15-06-2021,104,Sell,36,1373.13,98.87
928,1,11-07-2025,2,Buy,11,2197.19,48.34
929,23,05-08-2021,4,Sell,95,2784.24,529.01
930,26,25-01-2021,105,Sell,81,1874.8,303.72
931,45,02-10-2023,10,Buy,14,837.14,23.44
932,10,03-05-2021,2,Sell,51,2164.38,220.77
933,12,29-11-2025,101,Buy,28,628.22,35.18
934,24,28-07-2024,10,Buy,90,1220.98,219.78
935,33,24-08-2022,11,Buy,52,676.02,70.31
936,8,22-05-2024,14,Sell,100,4427.49,885.5
937,41,19-03-2022,101,Sell,70,2819.16,394.68
938,40,17-06-2022,105,Sell,61,997.73,121.72
939,19,06-08-2023,102,Sell,7,359.33,5.03
940,30,22-06-2021,105,Sell,26,3791.51,197.16
941,11,13-07-2021,7,Buy,65,854.36,111.07
942,11,28-08-2021,105,Buy,74,3710.91,549.21
943,15,04-04-2021,18,Sell,62,3225.96,400.02
944,12,30-09-2023,103,Buy,65,636.19,82.7
945,42,23-01-2022,17,Buy,63,975.42,122.9
946,24,04-09-2022,5,Buy,99,3339.75,661.27
947,36,17-03-2021,16,Sell,52,679.93,70.71
948,37,01-11-2023,13,Sell,62,2079.35,257.84
949,40,12-12-2025,103,Buy,65,1646.35,214.03
950,33,14-10-2023,7,Buy,43,3012.68,259.09
951,7,28-11-2022,10,Sell,56,1545.01,173.04
952,6,10-10-2025,2,Sell,84,2129.75,357.8
953,30,24-01-2025,20,Buy,34,2468.54,167.86
954,6,27-06-2023,13,Sell,77,3682.65,567.13
955,19,06-10-2023,5,Sell,54,1637.77,176.88
956,49,15-11-2024,9,Sell,26,1778.34,92.47
957,27,29-10-2022,17,Buy,98,4677.23,916.74
958,47,13-06-2023,1,Sell,87,409.13,71.19
959,9,02-12-2023,10,Buy,66,4884.12,644.7
960,50,10-01-2023,3,Sell,33,4134.87,272.9
961,48,10-09-2022,9,Sell,11,145.45,3.2
962,47,03-07-2022,1,Sell,18,871.83,31.39
963,29,10-02-2025,103,Buy,94,3581.36,673.3
964,24,01-12-2023,15,Buy,51,4691.75,478.56
965,34,15-06-2022,3,Buy,72,725.56,104.48
966,50,25-06-2025,102,Sell,156,1404.47,87.08
967,7,07-04-2024,1,Sell,17,3787.68,128.78
968,45,18-10-2025,18,Buy,67,2090.86,280.18
969,45,07-12-2023,12,Buy,87,4870.26,847.43
970,6,19-08-2022,17,Sell,83,3195.25,530.41
971,12,21-01-2023,19,Sell,55,805.78,88.64
972,17,19-06-2025,3,Buy,49,826.35,80.98
973,10,26-11-2021,103,Buy,14,3029.81,84.83
974,13,30-01-2022,8,Sell,81,4150.72,672.42
975,25,01-08-2024,3,Sell,56,2181.59,244.34
976,5,14-10-2021,9,Sell,7,206.94,2.9
977,43,18-08-2025,7,Sell,86,4831.09,830.95
978,14,25-08-2024,20,Sell,40,1166.45,93.32
979,43,10-09-2022,1,Buy,74,646.26,95.65
980,7,12-10-2024,7,Sell,4,784.16,6.27
981,29,17-09-2021,20,Buy,96,676.4,129.87
982,12,26-01-2021,101,Sell,54,4416.84,477.02
983,7,23-08-2022,16,Buy,89,1801.91,320.74
984,32,11-04-2025,10,Buy,61,399.67,48.76
985,29,22-06-2025,7,Buy,41,1681.84,137.91
986,43,01-07-2025,14,Buy,46,1155.18,106.28
987,18,23-01-2023,4,Buy,12,1100.88,26.42
988,1,28-12-2022,15,Buy,7,741.1,10.38
989,24,13-12-2021,3,Sell,76,4064.85,617.86
990,3,01-03-2023,101,Buy,70,2182.71,305.58
991,50,21-05-2021,20,Sell,44,1873.7,164.89
992,50,15-01-2024,4,Buy,460,1380.49,127.01
993,26,30-11-2022,104,Buy,55,4135.98,454.96
994,33,24-07-2022,19,Buy,65,4601.51,598.2
995,7,16-11-2021,105,Sell,51,3498.9,356.89
996,6,05-06-2022,2,Sell,98,3973.43,778.79
997,42,27-09-2023,6,Buy,74,873.83,129.33
998,2,04-09-2025,103,Buy,78,3027.05,472.22
999,2,06-05-2021,2,Buy,15,1085.12,32.55
1000,44,17-03-2024,17,Sell,18,4671.82,168.19
